category_all_arts-mace_label	category_all_arts-mace_label_distribution	category_all_beauty-mace_label	category_all_beauty-mace_label_distribution	category_all_books-mace_label	category_all_books-mace_label_distribution	category_all_business-mace_label	category_all_business-mace_label_distribution	category_all_family-mace_label	category_all_family-mace_label_distribution	category_all_finance-mace_label	category_all_finance-mace_label_distribution	category_all_games-mace_label	category_all_games-mace_label_distribution	category_all_gastronomy-mace_label	category_all_gastronomy-mace_label_distribution	category_all_health-mace_label	category_all_health-mace_label_distribution	category_all_lifestyle-mace_label	category_all_lifestyle-mace_label_distribution	category_all_other-mace_label	category_all_other-mace_label_distribution	category_all_politics-mace_label	category_all_politics-mace_label_distribution	category_all_religion-mace_label	category_all_religion-mace_label_distribution	category_all_sports-mace_label	category_all_sports-mace_label_distribution	category_all_style-mace_label	category_all_style-mace_label_distribution	category_all_travel-mace_label	category_all_travel-mace_label_distribution	category_most_index-mace_label	category_most_index-mace_label_distribution	classify_account-mace_label	classify_account-mace_label_distribution	user_id
n	{'n': 0.9999878382446319, 'y': 1.2161755368156751e-05}	y	{'y': 0.9712679320651019, 'n': 0.028732067934898176}	n	{'n': 0.9999998980983833, 'y': 1.0190161664660795e-07}	n	{'n': 0.9999999949386065, 'y': 5.061393591009864e-09}	n	{'n': 0.9999961511887968, 'y': 3.848811203223728e-06}	n	{'n': 0.9999999994801392, 'y': 5.198607546879036e-10}	n	{'n': 0.9999999994785719, 'y': 5.214281103485859e-10}	n	{'n': 0.9999183467589472, 'y': 8.16532410528318e-05}	n	{'n': 0.999999998986702, 'y': 1.0132979487847933e-09}	n	{'n': 0.9999877539445334, 'y': 1.224605546652156e-05}	y	{'y': 0.9832732716724923, 'n': 0.016726728327507545}	n	{'n': 0.9999999949254194, 'y': 5.074580657794722e-09}	n	{'n': 0.9999999951476475, 'y': 4.8523526005684965e-09}	n	{'n': 0.9999999994812071, 'y': 5.187928153059057e-10}	y	{'y': 0.999987517627879, 'n': 1.2482372121124969e-05}	n	{'n': 0.9603584075820745, 'y': 0.03964159241792547}	style	{'style': 0.9996593830189473, 'gastronomy': 0.0002468145885192758, 'arts': 7.816866044455941e-06, 'family': 7.816866044455941e-06, 'travel': 7.816866044455941e-06, 'games': 7.816866044455941e-06, 'science and technology': 7.816866044455941e-06, 'books': 7.816866044455941e-06, 'health': 7.816866044455941e-06, 'sports': 7.816866044455941e-06, 'beauty': 7.816866044455941e-06, 'business': 7.816866044455941e-06, 'other': 7.816866044455941e-06, 'politics': 7.816866044455941e-06}	promoting	{'promoting': 0.9999638897072192, 'personal': 2.9522045679604836e-05, 'missing': 3.2941235505839526e-06, 'non_english': 3.2941235505839526e-06}	881866988632629249
n	{'n': 0.9997907622932615, 'y': 0.00020923770673842695}	n	{'n': 0.9999906750632027, 'y': 9.324936797305987e-06}	n	{'n': 0.9999999992666655, 'y': 7.33334479570356e-10}	n	{'n': 0.9999971826480362, 'y': 2.817351963805486e-06}	n	{'n': 0.9999965656034668, 'y': 3.4343965331442985e-06}	n	{'n': 0.999999999057866, 'y': 9.421340247521266e-10}	n	{'n': 0.9999999999250541, 'y': 7.494583345967545e-11}	n	{'n': 0.9999999568004609, 'y': 4.319953907872883e-08}	n	{'n': 0.9999998669402498, 'y': 1.3305975023761002e-07}	n	{'n': 0.9999999999235912, 'y': 7.640868023992397e-11}	n	{'n': 0.9269621671190238, 'y': 0.07303783288097622}	n	{'n': 0.9999999944713958, 'y': 5.528604161860545e-09}	n	{'n': 0.9999999993522481, 'y': 6.477519313618027e-10}	n	{'n': 0.9999999640319243, 'y': 3.596807567900042e-08}	n	{'n': 0.9997100214553393, 'y': 0.0002899785446606837}	n	{'n': 0.9960074888884711, 'y': 0.0039925111115289656}	arts	{'arts': 0.3447625772296196, 'travel': 0.2679440745675989, 'other': 0.2502239835160888, 'family': 0.012460851335153941, 'style': 0.012460851335153941, 'games': 0.012460851335153941, 'science and technology': 0.012460851335153941, 'books': 0.012460851335153941, 'gastronomy': 0.012460851335153941, 'health': 0.012460851335153941, 'sports': 0.012460851335153941, 'beauty': 0.012460851335153941, 'business': 0.012460851335153941, 'politics': 0.012460851335153941}	promoting	{'promoting': 0.9994334712656349, 'personal': 0.000458791191825891, 'missing': 5.386877126965605e-05, 'non_english': 5.386877126965605e-05}	893111562034184192
n	{'n': 0.9999999590199257, 'y': 4.0980074358315686e-08}	n	{'n': 0.9996324799042935, 'y': 0.00036752009570662576}	n	{'n': 0.9999999999992842, 'y': 7.157766633463658e-13}	n	{'n': 0.9999999968688662, 'y': 3.1311338387588236e-09}	n	{'n': 0.9999996464318928, 'y': 3.535681072738975e-07}	n	{'n': 0.9999999999281719, 'y': 7.182815940460463e-11}	y	{'y': 0.9999999929180071, 'n': 7.081992841917911e-09}	n	{'n': 0.9999999986221716, 'y': 1.3778283746820565e-09}	n	{'n': 0.9999999764230623, 'y': 2.357693777781763e-08}	n	{'n': 0.9999999999912973, 'y': 8.702730720091026e-12}	n	{'n': 0.9992910139533968, 'y': 0.0007089860466033169}	n	{'n': 0.999999999991133, 'y': 8.867047611523758e-12}	n	{'n': 0.9999999999993019, 'y': 6.981798310748825e-13}	n	{'n': 0.999999999992955, 'y': 7.045011461701617e-12}	n	{'n': 0.9999984183893184, 'y': 1.581610681709916e-06}	n	{'n': 0.9999223747378091, 'y': 7.762526219086691e-05}	games	{'games': 0.9999968431065966, 'other': 1.1097329247772588e-06, 'arts': 1.705967065513285e-07, 'family': 1.705967065513285e-07, 'travel': 1.705967065513285e-07, 'style': 1.705967065513285e-07, 'science and technology': 1.705967065513285e-07, 'books': 1.705967065513285e-07, 'gastronomy': 1.705967065513285e-07, 'health': 1.705967065513285e-07, 'sports': 1.705967065513285e-07, 'beauty': 1.705967065513285e-07, 'business': 1.705967065513285e-07, 'politics': 1.705967065513285e-07}	promoting	{'promoting': 0.9999940468230771, 'personal': 5.2413269096574934e-06, 'missing': 3.5713877100846125e-07, 'non_english': 3.547112422272605e-07}	936098722055942145
y	{'y': 0.9771050061481263, 'n': 0.022894993851873654}	n	{'n': 0.9999985159318494, 'y': 1.4840681507154845e-06}	n	{'n': 0.9999999999985102, 'y': 1.4897503370958605e-12}	n	{'n': 0.9999999997996514, 'y': 2.0034863640097133e-10}	n	{'n': 0.9999999994681932, 'y': 5.31806868180535e-10}	n	{'n': 0.9999999999996109, 'y': 3.8909202688296046e-13}	n	{'n': 0.9999999999999634, 'y': 3.666670499008843e-14}	n	{'n': 0.9999969365569783, 'y': 3.063443021667352e-06}	n	{'n': 0.9999999882609606, 'y': 1.1739039310951987e-08}	n	{'n': 0.9999999999878072, 'y': 1.2192880906144996e-11}	n	{'n': 0.8726191079027267, 'y': 0.1273808920972733}	n	{'n': 0.9999999999599347, 'y': 4.006520687619715e-11}	n	{'n': 0.999999999999557, 'y': 4.429190609908575e-13}	n	{'n': 0.9999999999970586, 'y': 2.9414502777231476e-12}	n	{'n': 0.9999986421874196, 'y': 1.357812580312244e-06}	n	{'n': 0.9991088578113169, 'y': 0.0008911421886830636}	arts	{'arts': 0.9974921995825472, 'gastronomy': 0.00131865944149395, 'family': 9.909508132992475e-05, 'travel': 9.909508132992475e-05, 'style': 9.909508132992475e-05, 'games': 9.909508132992475e-05, 'science and technology': 9.909508132992475e-05, 'books': 9.909508132992475e-05, 'health': 9.909508132992475e-05, 'sports': 9.909508132992475e-05, 'beauty': 9.909508132992475e-05, 'business': 9.909508132992475e-05, 'other': 9.909508132992475e-05, 'politics': 9.909508132992475e-05}	promoting	{'promoting': 0.9840198385361127, 'personal': 0.015943004266778506, 'missing': 1.857859855437102e-05, 'non_english': 1.857859855437102e-05}	845274559561584640
	{'n': 0.5, 'y': 0.5}		{'n': 0.5, 'y': 0.5}		{'n': 0.5, 'y': 0.5}		{'n': 0.5, 'y': 0.5}		{'n': 0.5, 'y': 0.5}		{'n': 0.5, 'y': 0.5}		{'n': 0.5, 'y': 0.5}		{'n': 0.5, 'y': 0.5}		{'n': 0.5, 'y': 0.5}		{'n': 0.5, 'y': 0.5}		{'n': 0.5, 'y': 0.5}		{'n': 0.5, 'y': 0.5}		{'n': 0.5, 'y': 0.5}		{'n': 0.5, 'y': 0.5}		{'n': 0.5, 'y': 0.5}		{'n': 0.5, 'y': 0.5}		{'arts': 0.07142857142857145, 'family': 0.07142857142857145, 'travel': 0.07142857142857145, 'style': 0.07142857142857145, 'games': 0.07142857142857145, 'science and technology': 0.07142857142857145, 'books': 0.07142857142857145, 'gastronomy': 0.07142857142857145, 'health': 0.07142857142857145, 'sports': 0.07142857142857145, 'beauty': 0.07142857142857145, 'business': 0.07142857142857145, 'other': 0.07142857142857145, 'politics': 0.07142857142857145}	non_english	{'non_english': 0.9999993312034469, 'personal': 5.005231049584385e-07, 'missing': 8.413672409537821e-08, 'promoting': 8.413672409537821e-08}	938795408792289281
n	{'n': 0.9999999939261273, 'y': 6.073872771862366e-09}	n	{'n': 0.9999999958937881, 'y': 4.1062119377505125e-09}	n	{'n': 1.0, 'y': 5.515841733419719e-18}	n	{'n': 0.9999999999999334, 'y': 6.666055662495106e-14}	n	{'n': 0.9999999990144114, 'y': 9.85588623243315e-10}	n	{'n': 1.0, 'y': 8.019690428941677e-17}	n	{'n': 1.0, 'y': 7.90845264858306e-18}	y	{'y': 0.9999999999994533, 'n': 5.46668794500504e-13}	n	{'n': 0.9999999999998709, 'y': 1.2904119048640234e-13}	n	{'n': 1.0, 'y': 6.952504570309397e-18}	n	{'n': 0.9999200048147724, 'y': 7.999518522765526e-05}	n	{'n': 1.0, 'y': 9.276922611815785e-18}	n	{'n': 1.0, 'y': 4.3032637645922334e-20}	n	{'n': 1.0, 'y': 1.2911610945595715e-17}	n	{'n': 0.9999999985195022, 'y': 1.480497782798356e-09}	n	{'n': 0.9999999999940439, 'y': 5.956121466236504e-12}	gastronomy	{'gastronomy': 0.999999999992639, 'arts': 5.662314241048053e-13, 'family': 5.662314241048053e-13, 'travel': 5.662314241048053e-13, 'style': 5.662314241048053e-13, 'games': 5.662314241048053e-13, 'science and technology': 5.662314241048053e-13, 'books': 5.662314241048053e-13, 'health': 5.662314241048053e-13, 'sports': 5.662314241048053e-13, 'beauty': 5.662314241048053e-13, 'business': 5.662314241048053e-13, 'other': 5.662314241048053e-13, 'politics': 5.662314241048053e-13}	promoting	{'promoting': 0.9999998574687755, 'personal': 4.752508299266352e-08, 'missing': 4.750307079860724e-08, 'non_english': 4.750307079860724e-08}	1006964401784741893
n	{'n': 0.9999999985309458, 'y': 1.4690542461457504e-09}	n	{'n': 0.9999682696878238, 'y': 3.1730312176210374e-05}	n	{'n': 0.9999999999998702, 'y': 1.2976895564453301e-13}	n	{'n': 0.9999999999873448, 'y': 1.2655201495929634e-11}	n	{'n': 0.9999995879669346, 'y': 4.12033065508426e-07}	n	{'n': 0.9999999999998765, 'y': 1.2346399169142225e-13}	n	{'n': 0.9999999999446514, 'y': 5.534862091976377e-11}	n	{'n': 0.9999999993544918, 'y': 6.455081605458118e-10}	n	{'n': 0.9999999961194186, 'y': 3.880581365971621e-09}	n	{'n': 0.9999999999998261, 'y': 1.7388118375599164e-13}	n	{'n': 0.9610408468838613, 'y': 0.03895915311613871}	n	{'n': 0.9999999999977305, 'y': 2.269615422234181e-12}	n	{'n': 0.9999999999998697, 'y': 1.3027066360094696e-13}	n	{'n': 0.9999999996351568, 'y': 3.648431036755922e-10}	y	{'y': 0.9995152886437207, 'n': 0.00048471135627923596}	n	{'n': 0.9999998150940623, 'y': 1.8490593767533139e-07}	style	{'style': 0.9999697252508292, 'other': 1.3653422427266594e-05, 'travel': 1.8655956363051246e-06, 'arts': 1.3414301006098266e-06, 'family': 1.3414301006098266e-06, 'games': 1.3414301006098266e-06, 'science and technology': 1.3414301006098266e-06, 'books': 1.3414301006098266e-06, 'gastronomy': 1.3414301006098266e-06, 'health': 1.3414301006098266e-06, 'sports': 1.3414301006098266e-06, 'beauty': 1.3414301006098266e-06, 'business': 1.3414301006098266e-06, 'politics': 1.3414301006098266e-06}	promoting	{'promoting': 0.9999960779665985, 'personal': 3.5840039376934723e-06, 'missing': 1.6901473197259773e-07, 'non_english': 1.6901473197259773e-07}	945529946960814080
n	{'n': 0.9969929291619253, 'y': 0.00300707083807481}	n	{'n': 0.9977629961200322, 'y': 0.002237003879967836}	n	{'n': 0.9999997311726858, 'y': 2.6882731415107876e-07}	n	{'n': 0.9999883531320009, 'y': 1.164686799908745e-05}	n	{'n': 0.9999186816015676, 'y': 8.131839843234606e-05}	n	{'n': 0.9999996531389912, 'y': 3.468610087765218e-07}	n	{'n': 0.9999999724806709, 'y': 2.7519329119073548e-08}	n	{'n': 0.999991366592081, 'y': 8.633407919096068e-06}	n	{'n': 0.9999968338805638, 'y': 3.1661194362359536e-06}	n	{'n': 0.999999972628373, 'y': 2.7371627069095666e-08}	n	{'n': 0.9996782392774177, 'y': 0.0003217607225822858}	n	{'n': 0.9999999725736983, 'y': 2.7426301669022723e-08}	n	{'n': 0.9999999726352576, 'y': 2.736474239358872e-08}	n	{'n': 0.9999889405390902, 'y': 1.105946090982695e-05}	n	{'n': 0.9962140731271033, 'y': 0.0037859268728967026}	y	{'y': 0.9978168836466635, 'n': 0.002183116353336559}	travel	{'travel': 0.999080182671267, 'arts': 7.075517913325768e-05, 'family': 7.075517913325768e-05, 'style': 7.075517913325768e-05, 'games': 7.075517913325768e-05, 'science and technology': 7.075517913325768e-05, 'books': 7.075517913325768e-05, 'gastronomy': 7.075517913325768e-05, 'health': 7.075517913325768e-05, 'sports': 7.075517913325768e-05, 'beauty': 7.075517913325768e-05, 'business': 7.075517913325768e-05, 'other': 7.075517913325768e-05, 'politics': 7.075517913325768e-05}	promoting	{'promoting': 0.99959203679693, 'personal': 0.00022360251528261466, 'missing': 9.218034389370392e-05, 'non_english': 9.218034389370392e-05}	941739519363158016
n	{'n': 0.9999947855319029, 'y': 5.214468097091689e-06}	y	{'y': 0.9999947917091521, 'n': 5.2082908478791636e-06}	n	{'n': 0.9999999999998864, 'y': 1.1356358363207223e-13}	n	{'n': 0.9999999999821674, 'y': 1.7832665697090446e-11}	n	{'n': 0.9999999990582983, 'y': 9.417017820002272e-10}	n	{'n': 0.9999999999999624, 'y': 3.7654675021640676e-14}	n	{'n': 0.9999999999999611, 'y': 3.880582385918075e-14}	n	{'n': 0.9999999995844985, 'y': 4.1550152795834325e-10}	n	{'n': 0.9999999947206819, 'y': 5.279318129481024e-09}	n	{'n': 0.99999999999993, 'y': 7.005971272658674e-14}	n	{'n': 0.9890317287353336, 'y': 0.01096827126466626}	n	{'n': 0.9999999999887355, 'y': 1.1264578098506861e-11}	n	{'n': 0.9999999999999997, 'y': 3.8860659918918794e-16}	n	{'n': 0.9999999999994055, 'y': 5.945110953728396e-13}	n	{'n': 0.9998781673047853, 'y': 0.00012183269521470532}	n	{'n': 0.9999999837268022, 'y': 1.627319778607389e-08}	beauty	{'beauty': 0.9999945618971021, 'style': 2.51259926712452e-06, 'politics': 2.639831000103775e-07, 'arts': 2.4195641189103253e-07, 'family': 2.4195641189103253e-07, 'travel': 2.4195641189103253e-07, 'games': 2.4195641189103253e-07, 'science and technology': 2.4195641189103253e-07, 'books': 2.4195641189103253e-07, 'gastronomy': 2.4195641189103253e-07, 'health': 2.4195641189103253e-07, 'sports': 2.4195641189103253e-07, 'business': 2.4195641189103253e-07, 'other': 2.4195641189103253e-07}	promoting	{'promoting': 0.999926542462264, 'personal': 5.453004800127231e-05, 'missing': 9.46374486730971e-06, 'non_english': 9.46374486730971e-06}	997837785146052608
n	{'n': 0.9723742805297736, 'y': 0.027625719470226497}	y	{'y': 0.936225583378918, 'n': 0.06377441662108187}	n	{'n': 0.9829332798937012, 'y': 0.017066720106298797}	n	{'n': 0.9982254737546579, 'y': 0.0017745262453421231}	n	{'n': 0.997860337943336, 'y': 0.002139662056664034}	n	{'n': 0.9982309576406058, 'y': 0.001769042359394243}	n	{'n': 0.9845954683830905, 'y': 0.015404531616909497}	n	{'n': 0.9540097284364213, 'y': 0.045990271563578856}	n	{'n': 0.9827161791795926, 'y': 0.017283820820407338}	n	{'n': 0.9977491480522418, 'y': 0.0022508519477582862}	n	{'n': 0.8846111069733394, 'y': 0.11538889302666053}	n	{'n': 0.9829077932760956, 'y': 0.0170922067239045}	n	{'n': 0.9829564326269667, 'y': 0.01704356737303317}	n	{'n': 0.9982306002361612, 'y': 0.0017693997638387423}	n	{'n': 0.6316260800225459, 'y': 0.368373919977454}	n	{'n': 0.8807340239702105, 'y': 0.11926597602978953}	beauty	{'beauty': 0.711653110833961, 'arts': 0.022180529935849187, 'family': 0.022180529935849187, 'travel': 0.022180529935849187, 'style': 0.022180529935849187, 'games': 0.022180529935849187, 'science and technology': 0.022180529935849187, 'books': 0.022180529935849187, 'gastronomy': 0.022180529935849187, 'health': 0.022180529935849187, 'sports': 0.022180529935849187, 'business': 0.022180529935849187, 'other': 0.022180529935849187, 'politics': 0.022180529935849187}	missing	{'missing': 0.9999997321350851, 'promoting': 2.1973766034007006e-07, 'personal': 2.4063627258558756e-08, 'non_english': 2.4063627258558756e-08}	915398082707279872
n	{'n': 0.9999999898752759, 'y': 1.0124724034774346e-08}	n	{'n': 0.9999920478647429, 'y': 7.952135257128612e-06}	n	{'n': 0.9999999999999999, 'y': 1.2416572601197856e-16}	n	{'n': 0.9999999999998216, 'y': 1.7838766293064624e-13}	n	{'n': 0.9999999999929703, 'y': 7.02981430394308e-12}	n	{'n': 1.0, 'y': 7.415035060168295e-17}	n	{'n': 0.9999999999997422, 'y': 2.5780549787107163e-13}	n	{'n': 0.999999999999935, 'y': 6.496077436050698e-14}	n	{'n': 0.999999999983614, 'y': 1.6385895891439088e-11}	n	{'n': 0.9999999999999992, 'y': 8.862560025264968e-16}	n	{'n': 0.9999952623975016, 'y': 4.737602498446489e-06}	n	{'n': 1.0, 'y': 7.487644564884075e-17}	n	{'n': 1.0, 'y': 7.294501289283787e-17}	n	{'n': 0.9999999999999948, 'y': 5.2010804948657016e-15}	y	{'y': 0.9999999992346712, 'n': 7.653289091897885e-10}	n	{'n': 0.9999999997978537, 'y': 2.0214618434996635e-10}	style	{'style': 0.9999999998764287, 'beauty': 8.734316263964619e-11, 'arts': 3.018987597126913e-12, 'family': 3.018987597126913e-12, 'travel': 3.018987597126913e-12, 'games': 3.018987597126913e-12, 'science and technology': 3.018987597126913e-12, 'books': 3.018987597126913e-12, 'gastronomy': 3.018987597126913e-12, 'health': 3.018987597126913e-12, 'sports': 3.018987597126913e-12, 'business': 3.018987597126913e-12, 'other': 3.018987597126913e-12, 'politics': 3.018987597126913e-12}	promoting	{'promoting': 0.999999995878747, 'personal': 2.9900330457704316e-09, 'missing': 5.656099520858928e-10, 'non_english': 5.656099520858928e-10}	989911884043292672
n	{'n': 0.9999781600851512, 'y': 2.1839914848791783e-05}	n	{'n': 0.9999996124268625, 'y': 3.8757313750846845e-07}	n	{'n': 0.9999999999998981, 'y': 1.0185582154326651e-13}	n	{'n': 0.9999999999191966, 'y': 8.080341726928057e-11}	n	{'n': 0.9999998352795615, 'y': 1.6472043851244078e-07}	n	{'n': 0.9999999999999905, 'y': 9.48070986623819e-15}	n	{'n': 0.9999999999956777, 'y': 4.322226660849018e-12}	n	{'n': 0.9999999992875437, 'y': 7.124563465064611e-10}	n	{'n': 0.9999999989107115, 'y': 1.0892885979814322e-09}	n	{'n': 0.9999999999999797, 'y': 2.0310995881433513e-14}	n	{'n': 0.6578680673824798, 'y': 0.3421319326175203}	n	{'n': 0.9999994362906742, 'y': 5.637093257204863e-07}	n	{'n': 0.9999999999999137, 'y': 8.635185983948513e-14}	n	{'n': 0.999999999687611, 'y': 3.1238903896125343e-10}	n	{'n': 0.9999957476856537, 'y': 4.2523143462951225e-06}	n	{'n': 0.9999999598586479, 'y': 4.014135208255171e-08}	other	{'other': 0.9488449229558817, 'politics': 0.03725133571444292, 'beauty': 0.0020949946887026767, 'arts': 0.0010735224219066272, 'family': 0.0010735224219066272, 'travel': 0.0010735224219066272, 'style': 0.0010735224219066272, 'games': 0.0010735224219066272, 'science and technology': 0.0010735224219066272, 'books': 0.0010735224219066272, 'gastronomy': 0.0010735224219066272, 'health': 0.0010735224219066272, 'sports': 0.0010735224219066272, 'business': 0.0010735224219066272}	promoting	{'promoting': 0.9999601223230026, 'personal': 3.960305093973124e-05, 'missing': 1.373130288028915e-07, 'non_english': 1.373130288028915e-07}	820051554560376832
n	{'n': 0.9999999360756983, 'y': 6.392430174324673e-08}	n	{'n': 0.9999998329805714, 'y': 1.6701942866026312e-07}	n	{'n': 0.9999999999999744, 'y': 2.5643515136025722e-14}	n	{'n': 0.9999999057295542, 'y': 9.427044585221888e-08}	n	{'n': 0.9999995647968386, 'y': 4.3520316138381886e-07}	n	{'n': 0.999999999999976, 'y': 2.40768865934921e-14}	n	{'n': 0.9999999999999977, 'y': 2.377365251947699e-15}	n	{'n': 0.999999999996684, 'y': 3.3159911551644563e-12}	n	{'n': 0.999999993677553, 'y': 6.322446990311601e-09}	n	{'n': 0.9999999999999772, 'y': 2.2687045658232208e-14}	y	{'y': 0.9989215935514238, 'n': 0.0010784064485762266}	n	{'n': 0.9999999999999526, 'y': 4.750792681070807e-14}	n	{'n': 0.9999999999999724, 'y': 2.7632735418077544e-14}	n	{'n': 0.9999999999969456, 'y': 3.054403342156726e-12}	n	{'n': 0.9999971414431922, 'y': 2.858556807706059e-06}	n	{'n': 0.9999989693329194, 'y': 1.0306670806243939e-06}	other	{'other': 0.9973444694351785, 'business': 0.0018938045196098933, 'science and technology': 0.00043790443286609553, 'arts': 2.943832839508942e-05, 'family': 2.943832839508942e-05, 'travel': 2.943832839508942e-05, 'style': 2.943832839508942e-05, 'games': 2.943832839508942e-05, 'books': 2.943832839508942e-05, 'gastronomy': 2.943832839508942e-05, 'health': 2.943832839508942e-05, 'sports': 2.943832839508942e-05, 'beauty': 2.943832839508942e-05, 'politics': 2.943832839508942e-05}	promoting	{'promoting': 0.9999830904583161, 'non_english': 1.4819548322856609e-05, 'personal': 1.0452387421047599e-06, 'missing': 1.044754618846524e-06}	828760029587189765
n	{'n': 0.9964007023847976, 'y': 0.0035992976152024164}	n	{'n': 0.9999571758175492, 'y': 4.282418245077265e-05}	n	{'n': 0.9999992872844383, 'y': 7.127155616721352e-07}	n	{'n': 0.9999947362685457, 'y': 5.263731454334085e-06}	n	{'n': 0.9999995973237964, 'y': 4.0267620358725175e-07}	n	{'n': 0.9999998104654172, 'y': 1.8953458287945057e-07}	n	{'n': 0.9999999822261719, 'y': 1.7773827967846962e-08}	n	{'n': 0.9999899288960454, 'y': 1.0071103954619436e-05}	y	{'y': 0.9933257038047265, 'n': 0.006674296195273454}	n	{'n': 0.999999521987974, 'y': 4.780120259367664e-07}	y	{'y': 0.6610402533618552, 'n': 0.3389597466381449}	n	{'n': 0.9999997462707372, 'y': 2.537292627963939e-07}	n	{'n': 0.9999999752219635, 'y': 2.477803647459979e-08}	n	{'n': 0.9999999055183214, 'y': 9.448167861296723e-08}	n	{'n': 0.9999738746851916, 'y': 2.6125314808417563e-05}	n	{'n': 0.9998913984644261, 'y': 0.00010860153557388242}	health	{'health': 0.9822244591716573, 'arts': 0.0013673492944879127, 'family': 0.0013673492944879127, 'travel': 0.0013673492944879127, 'style': 0.0013673492944879127, 'games': 0.0013673492944879127, 'science and technology': 0.0013673492944879127, 'books': 0.0013673492944879127, 'gastronomy': 0.0013673492944879127, 'sports': 0.0013673492944879127, 'beauty': 0.0013673492944879127, 'business': 0.0013673492944879127, 'other': 0.0013673492944879127, 'politics': 0.0013673492944879127}	promoting	{'promoting': 0.998971221945388, 'personal': 0.0003429260182039982, 'missing': 0.0003429260182039982, 'non_english': 0.0003429260182039982}	858467070698061824
n	{'n': 0.9997683456156162, 'y': 0.00023165438438378544}	n	{'n': 0.9999999244089077, 'y': 7.559109230904535e-08}	n	{'n': 0.9999999999448272, 'y': 5.517272074515845e-11}	n	{'n': 0.9999999982878348, 'y': 1.7121651331862103e-09}	y	{'y': 0.9998088291960419, 'n': 0.00019117080395808305}	n	{'n': 0.9999999999956081, 'y': 4.391964497066635e-12}	n	{'n': 0.9999999999570969, 'y': 4.2903168984756815e-11}	n	{'n': 0.9999999794237132, 'y': 2.0576286843341776e-08}	n	{'n': 0.9999999598359015, 'y': 4.0164098496968054e-08}	n	{'n': 0.9999999999935739, 'y': 6.426051373391127e-12}	y	{'y': 0.7411037583920573, 'n': 0.25889624160794267}	n	{'n': 0.9999999999332948, 'y': 6.670516933728318e-11}	n	{'n': 0.9999999999955685, 'y': 4.431454694273373e-12}	n	{'n': 0.9999999975314796, 'y': 2.4685203740564344e-09}	n	{'n': 0.9999793983376914, 'y': 2.060166230859685e-05}	n	{'n': 0.9999999959075085, 'y': 4.0924913381560514e-09}	family	{'family': 0.9999599745389837, 'arts': 1.8981507016427672e-05, 'other': 5.371466540206234e-06, 'travel': 1.4247715872674581e-06, 'style': 1.4247715872674581e-06, 'games': 1.4247715872674581e-06, 'science and technology': 1.4247715872674581e-06, 'books': 1.4247715872674581e-06, 'gastronomy': 1.4247715872674581e-06, 'health': 1.4247715872674581e-06, 'sports': 1.4247715872674581e-06, 'beauty': 1.4247715872674581e-06, 'business': 1.4247715872674581e-06, 'politics': 1.4247715872674581e-06}	promoting	{'promoting': 0.9999950898302389, 'personal': 4.495984111797689e-06, 'missing': 2.0709282466912372e-07, 'non_english': 2.0709282466912372e-07}	877566882240442368
